features	1	2	3	4	5	mean	rank	sd
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Finegoldia.s__Finegoldia_magna	0.13408202351725	0.126045892504836	0.183494722269385	0.232969211335594	0.225923652550244	0.180503100435462	14	0.0498627441744831
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_acnes	0.109631464081692	0.0909352617854953	0.232696600977938	0.306345433522756	0.101441221250544	0.168209996323685	15	0.0963078651413709
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Dolosigranulum.s__Dolosigranulum_pigrum	0.270960415934428	0.207992057381218	0.306132957712925	0.0832004768976092	-0.0385407299955905	0.165949035586118	16	0.142399022029527
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_warneri	0.239788278335669	0.161370198029407	0.0551265002530139	0.0863125228380334	0.142997431196165	0.137118986130458	17	0.0715327292390076
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_oralis	0.0973330603086761	0.168338695148461	0.168616208839475	0.0501843285634378	0.190484074483802	0.13499127346877	18	0.0590179987343867
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_capitis	0.206950310704222	0.236156791801842	0.173325852590375	0.00797870549176004	0.0187727328894105	0.128636878695522	19	0.107609426898532
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_junii	0.0425090944351265	0.0829964888180352	0.0856167882290672	0.18827211800801	0.205329603416634	0.120944818581375	20	0.0715787423795009
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mitis	0.112207468195095	0.0745385625575602	0.297133216970603	0.0105151448604685	0.105315779349338	0.119942034386613	21	0.10689502495626
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Polyomaviridae.g__Alphapolyomavirus.s__Human_polyomavirus_8	0.0975052873038591	0.0441603900180818	0.354677160851507	0.051100899428433	0.00922902913154906	0.111334553346686	22	0.139618115394295
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Anaerococcus.s__Anaerococcus_octavius	0.26867722319411	-0.0164682477681935	0.161681860361018	0.0848534032758556	0.0439183422632788	0.108532516265214	23	0.110489889603084
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Betapapillomavirus.s__Betapapillomavirus_3	0.073184163200123	0.0186692955802875	0.0262197208931364	0.231793461059192	0.192367343976118	0.108446796941771	24	0.0978797768796708
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Klebsiella.s__Klebsiella_pneumoniae	0.0589486680040257	0.175389267121138	0.0462463300974659	0.217609601959782	0.00546575261810797	0.100731923960104	25	0.0908629109173249
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Brevundimonas.s__Brevundimonas_vesicularis	0.00667717602714117	0.0928563741299095	0.0709489131648421	0.164546511081681	0.141334396828544	0.0952726742464235	26	0.0619822412494898
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Bacillus_phage_phi105	0.0829715715568535	0.042553919108081	0.0373272919345307	0.172611932254968	0.14030460230662	0.0951538634322107	27	0.0597859021761618
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Betapapillomavirus.s__Betapapillomavirus_1	0.105626115185943	-0.00384794910792942	0.145250239634953	0.056197838921029	0.166440474319237	0.0939333437906465	28	0.0689430530368544
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Chryseobacterium.s__Chryseobacterium_haifense	0.0514803692247759	0.0333908063862456	0.150452439120503	0.0973050700586457	0.0844099429886942	0.0834077255557728	29	0.0453050287674793
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__P1virus.s__Escherichia_virus_P1	0.192884691842232	0.0914659488736671	0.0620405393038582	0.0742160959291284	-0.0134956300373435	0.0814223291823084	30	0.0740974614026217
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.s__Kocuria_palustris	-0.0170726624823679	0.208212282745917	0.0157541983692261	0.0885556858559966	0.103318678942709	0.0797536366862962	31	0.0874723832835305
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_kroppenstedtii	0.0198625686797039	0.0151387292238763	0.123050068066722	0.0885566448525981	0.149749028847821	0.0792714079341442	32	0.0604406577094464
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Janibacter.s__Janibacter_indicus	-0.0295101623845952	0.0836566506046667	0.0399562197253888	0.160746910177728	0.139541345529238	0.0788781927304852	33	0.07692251648698
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_pickettii	0.149397572975676	0.0368963101675672	0.0972195038694456	0.0716647609815143	0.0171364080058185	0.0744629112000044	34	0.0520539940148827
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Betapapillomavirus.s__Betapapillomavirus_5	0.151457442404271	-0.00437382147296839	-0.00631931128217781	0.0339094121793985	0.178866309651776	0.0707080062960598	35	0.0882373433699993
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.s__Micrococcus_aloeverae	0.0957571101182441	0.151068686758732	-0.0074574597501223	0.0618829371466442	0.0487951607723748	0.0700092870091747	36	0.0586317965146956
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Roseolovirus.s__Human_betaherpesvirus_7	0.241041329337851	-0.0290032730976736	0.0250796382269341	0.0777035979356853	0.0239710197618283	0.067758462432925	37	0.103956136563856
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__Myoviridae_unclassified.s__Rhizobium_phage_RR1_B	0.187734307659555	0.00898094031650341	0.0422032947494376	0.0721468534261219	0.0215665415182516	0.0665263875339738	38	0.0718460657061946
k__Bacteria.p__Deinococcus_Thermus.c__Deinococci.o__Deinococcales.f__Deinococcaceae.g__Deinococcus.s__Deinococcus_wulumuqiensis	0.0254739367504784	0.0219504224912195	0.132459611553922	0.0657952605419087	0.0559465861587971	0.0603251634992651	39	0.0445525006331359
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter.s__Campylobacter_ureolyticus	0.0742747173899016	0.0843596286499307	0.0564281476461552	0.0851705628912832	0	0.0600466113154541	40	0.0355086734719566
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_lwoffii	0.097663432410214	0.0517812628916415	0.0503923813794172	0.0911827348838178	-0.00529383636934781	0.0571451950391485	41	0.0411499896171699
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Retroviridae_unclassified.s__Human_endogenous_retrovirus_K	0.0651089194283274	0.100088461199392	0.0695280490000778	0.0168782419244357	0.0214760872357947	0.0546159517576056	42	0.0350806481326159
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc.s__Leuconostoc_citreum	0.0144116114707494	0.0234485294117647	0.0315943600039526	0.0732216946400711	0.114638183484635	0.0514628758022345	43	0.0418835391599645
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Luteoviridae.g__Polerovirus.s__Pepper_vein_yellows_virus	0.0664467226543236	0.0620257290063829	0.0667387619821358	0.0113647370309688	0.0471918731463021	0.0507535647640226	44	0.0234148927968001
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_intermedia	0.0358835640972146	0.00705565234405733	0.0908336198358795	-0.0011780889387639	0.106423409533864	0.0478036313744503	45	0.0487071684206922
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_epidermidis	0.0528950558764092	-0.0446739545263305	0.108160426511849	0.0133824893868181	0.10817367914443	0.0475875392786352	46	0.0652880031500167
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__Paracoccus_yeei	0.0959363685721898	0.0934342200516017	0.0224347352761245	0.023094601987744	0.00191376127491949	0.0473627374325159	47	0.0440395738968443
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_tuberculostearicum	0.048437052457658	-0.00868616611476805	0.20751787005464	-0.0645919958947175	0.0513289453667527	0.046801141173913	48	0.101661591093684
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sanguinis	0.123570752030176	-0.0102136232615145	0.0386473824693458	0.060240796388894	0.0171720711960002	0.0458834757645802	49	0.0506582566485903
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_globosa	0.0635906405111645	-0.0571602962867771	0.0702087889845895	0.0484646856617509	0.0936465923203243	0.0437500822382104	50	0.0587122317178145
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_pseudodiphtheriticum	0.101190323402431	-0.00728444295900179	0.0409202986534098	0.0301843497640116	0.0468436240322167	0.0423708305786134	51	0.0390384399180339
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Mycobacteriaceae.g__Mycolicibacterium.s__Mycolicibacterium_iranicum	-0.00239682518526245	0.0416475940770549	0.0604445935631199	0.10195357519485	0.00392090293617179	0.0411139681171869	52	0.042871694792509
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Tsukamurellaceae.g__Tsukamurella.s__Tsukamurella_tyrosinosolvens	0.0361323728944549	0.0224020894125952	0.0423006128551364	0.0544194411407375	0.0502487145031891	0.0411006461612226	53	0.0126178161531331
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella.s__Gemella_haemolysans	0.0422083464390898	0.0301789646843272	0.0653609126084554	0.0338086385289586	0.0236370669990812	0.0390387858519824	54	0.0161706855688492
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Gammaretrovirus.s__Porcine_type_C_oncovirus	0.0356189071665755	0.0186042365074375	0.0754257503218677	0.0517488875720989	0.0110402760138732	0.0384876115163705	55	0.0259673922141763
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_sp_MD27	0.0633480381122207	0.0110988000311218	0.00300599004380311	-0.0292078310317968	0.131091359047673	0.0358672712406043	56	0.0627513532727663
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas.s__Stenotrophomonas_rhizophila	0.0748374851160678	0.0113704371730567	0.0544050529635236	0.00417219583219585	0.0270459757674246	0.0343662293704537	57	0.029721832150496
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Nitrosomonadales.f__Sterolibacteriaceae.g__Methyloversatilis.s__Methyloversatilis_universalis	0.0555548583563648	0.0621514814123309	-0.00436586486613572	0.021680307580515	0.034052137029127	0.0338145839024404	58	0.0268359043788946
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus.s__Human_alphaherpesvirus_1	0.0750702274912606	0.00208977301141512	0.0654621392504738	-0.0011126148705096	0.0238004133659515	0.0330619876497183	59	0.0354521520276516
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_johnsonii	-0.0756415682196406	0.0041668651827352	0.0773288668903159	0.0739944574159029	0.0763624194276855	0.0312422081393998	60	0.0673512884893703
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Alphapapillomavirus.s__Alphapapillomavirus_2	0.0420508854850747	0.00367360953185758	0.0545740581245306	0.0124936925251372	0.0350551887218377	0.0295694868776876	61	0.0210552014680382
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_oris	0.0298971567020903	-0.0129652626243438	0.0543198258061025	0.0216823269227816	0.050887911327089	0.0287643916267439	62	0.0270893576018768
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomonas.s__Sphingomonas_melonis	0.0464728591121077	0.00419761813694072	0.102915466750139	-0.00284894592981607	-0.0153282261561028	0.0270817543826537	63	0.0483345214010341
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Viruses_unclassified.g__Viruses_unclassified.s__Pseudomonas_phage_PA16	0.0741164215881854	0.0380038549849048	0.0040400176723536	0.00131979713159678	0.0175493796140266	0.0270058941982134	64	0.0300707069572056
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_hadale	-0.00103409090909091	0.0295987265859604	0.00281626447876447	0.0233528533652061	0.079040768771484	0.0267549044584648	65	0.0320107779915967
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Gammapapillomavirus.s__Gammapapillomavirus_9	-0.00880593764307425	-0.116678891432984	0.0136574804229344	-0.0528860855447227	0.297214695521795	0.0265002522647898	66	0.159295504835491
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_kefirresidentii	0.0220824037587035	0.0369158887757545	0.0494904573923827	-0.0117217749769073	0.0318489997211772	0.0257231949342221	67	0.0231466292173524
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_flavescens	0.0933866136531183	0.0104861180218091	-0.0299907184155801	0.0376579749453093	0.0160700707571144	0.0255220117923542	68	0.0451385818710601
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Potyviridae.g__Potyvirus.s__Pepper_veinal_mottle_virus	0.0246558639864554	0.0514370944910232	0.00978869109047127	0.0407470508491524	0	0.0253257400834204	69	0.0212300576477095
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_thermophilus	0.0194983464001111	0.00683947151429523	-0.01930925571971	0.105347501108156	0.0101806147991339	0.0245113356203972	70	0.0474276403517115
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomonas.s__Sphingomonas_hankookensis	0.0797303033983383	0.0135516567302597	0.0204523146438421	0.0121655229320229	-0.00460281177623616	0.0242593971856454	71	0.0323475652863516
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_aeria	0.00331918036514313	-0.0164788368338126	0.0937448914140381	0.00665729699550002	0.0339482629493075	0.0242381589780352	72	0.042807814985294
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_salivarius	0.024448852726214	-0.00395403839250346	0.0428730336877242	0.0253701813352418	0.0322300896590043	0.0241936238031362	73	0.0173727189409023
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	0.00126902168336026	0.0150989913469729	0.0308027977232465	0.00980649532265918	0.0625702559400739	0.0239095124032625	74	0.0241416790293203
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Gammapapillomavirus.s__Gammapapillomavirus_7	0.0165896338562037	0.0538884119884845	0.0353915792417486	-0.0124230737372308	0.024709910877185	0.0236312924452782	75	0.0245176636469317
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella.s__Granulicatella_elegans	0.00423411351001057	0.0308995823719711	0.0241349104464546	0.0225862895155634	0.0358829679744433	0.0235475727636886	76	0.0120467086756715
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Gordoniaceae.g__Gordonia.s__Gordonia_sputi	0.00888699716462875	0.0122105477231338	0.0372405340109996	0.0282620262324718	0.03106958864102	0.0235339387544508	77	0.0123466965857612
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Psychrobacter.s__Psychrobacter_sp_1501_2011	0.0282688208910094	0.00105224895572263	0.0231997548024509	0.0186620142706202	0.0442307875299904	0.0230827252899587	78	0.015644762649431
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_naeslundii	0.0236511268657398	0.0147320785215401	0.0411776956845095	0.017257406079915	0.01514383715274	0.0223924288608889	79	0.0110912361612239
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_subflava	0.0599207271978068	-0.00912878128699645	0.00870898077269813	-0.00428549010398611	0.049120084377899	0.0208671041914843	80	0.0316371714515971
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella.s__Gemella_sanguinis	0.0539166537392027	0.00483543644168655	0.0187768392605426	0.0149345757365195	0.0109371905313803	0.0206801391418663	81	0.0192826321021387
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_nonliquefaciens	0.0249828462427477	0.0218018049865916	0.0156966059712289	0.0400240488204309	0	0.0205010612041998	82	0.0145456323132295
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Gammaretrovirus.s__Murine_osteosarcoma_virus	0.121692632769678	0.0317777763528922	-0.0464677573032716	-0.0102581613682268	-0.00152750502327685	0.019043397085559	83	0.0637818247869393
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Streptococcus_phage_SM1	-1.78745985197537e-06	0.0419591638998369	0.0244740961307025	0.0285160257292812	-0.00241340203954133	0.0185068192520855	84	0.0191443807580315
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_crispatus	0.029491618107907	9.65210856313306e-05	0.024810543502834	0.0223200012270639	0.0150376512972845	0.0183512670441442	85	0.0114651245581548
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_pseudogenitalium	0.0464970289530819	-0.0152390741221056	0.111757970189271	-0.0598040378278704	0.00750509715590558	0.0181433968696564	86	0.0649441724798621
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_avidum	-0.00220133744524144	-0.0102693082263239	0.0939984337715116	0.0122214759888364	-0.00395178958143833	0.0179594949014689	87	0.043296287254667
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__Myoviridae_unclassified.s__Brochothrix_phage_A9	0.0236239277082465	0.00825021812596005	0.0247733700381539	0.0265282645775168	0.00471977240398294	0.017579110570772	88	0.0102564047463117
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Betapapillomavirus.s__Betapapillomavirus_2	-0.00923498261658596	0.0404571929309358	0.00382250508716856	0	0.0494070989989348	0.0168903628800906	89	0.0262265159204662
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0.0229396118587295	0.0461169692411884	0.0141283144731921	0.016636979114622	90	0.01916157968288
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Nocardiaceae.g__Rhodococcus.s__Rhodococcus_qingshengii	0.048358886981735	0.0259608533003673	0.00987454722679093	0.0111956254942247	-0.012844007701287	0.0165091810603662	91	0.0225698903671873
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_matruchotii	0.0106002130261027	0.0323147425794524	-0.00824493442374757	0.017219414263127	0.0281219729766364	0.0160022816843142	92	0.0160590670959593
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Poxviridae.g__Capripoxvirus.s__Sheeppox_virus	-0.0041609021656486	0.0526376262143517	-0.0114733331444278	0.00225729323308271	0.0400465121873364	0.0158614392649389	93	0.0285944155697
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_mucosa	-0.00310678571428573	-0.00141176470588235	0.00694614379084968	0.0170840644456372	0.0597927753932578	0.0158608866419153	94	0.0258316508013679
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Polyomaviridae.g__Alphapolyomavirus.s__Human_polyomavirus_5	0.0352659274736922	0.00751276853476853	0.014997561079412	0.0142765937792121	0.00627941176470587	0.0156664525263581	95	0.0116309676963228
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.s__Kocuria_rhizophila	0.033538829356161	-0.0104152921642039	0.0274635432313607	0.0223060884229047	0.00497672803576365	0.0155739793763972	96	0.0180080733759778
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_parvus	0.0250760149289278	-0.00191425711027622	0.0234028273543993	0.0286802932077775	-0.00268669210306973	0.0145116372555517	97	0.0154677300123279
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__Paracoccus_sanguinis	0.0258911055383639	0.0210221420594022	0.0208240719316878	-0.00328075120276733	0.00689925359435126	0.0142711643842075	98	0.0121032448003495
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_mucilaginosa	0.0411161551150097	0.00583369750083085	0.0182133362903669	-0.0228100479816686	0.0282923148133419	0.0141290911475761	99	0.0243869490708629
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.s__Micrococcus_luteus	0.00373453041739865	0.0341835231705597	0.044119772536238	-0.0154296098386789	0.0013885925910678	0.0135993617753171	100	0.0247199420919533
